product_type,firm_size,firm_platform,account_team_rank,industry_type,procurement_locus,tech_savvy,industry_position,deal_size,meeting_count,internal_champion_score,bargaining_power_score,geography,ceo_education,firm_age_years,outcome
DSC,medium,IBM,average,traditional_manufacturing,procurement_driven,naive,follower,150000,4,4,4,US,mba,31,NO SALE
ERP,medium,Oracle,high,automotive,centralized,tech_savvy,follower,150000,3,4,3,Europe,bsc,25,SALE
DSC,small,Oracle,average,tech,LOB_driven,tech_savvy,follower,118626,1,4,5,ROW,some_university,5,NO SALE
DSC,large,IBM,average,automotive,procurement_driven,unknown,follower,42010,4,2,3,US,some_university,36,NO SALE
ERP,large,SAP,average,automotive,LOB_driven,unknown,follower,150000,3,3,3,Europe,mba,26,NO SALE
DSC,medium,SAP,average,automotive,procurement_driven,naive,follower,30000,4,3,4,Europe,bsc,22,NO SALE
CRM,small,SAP,average,traditional_manufacturing,centralized,unknown,leader,56186,3,2,4,ROW,high_school,3,NO SALE
DSC,small,IBM,average,tech,LOB_driven,tech_savvy,follower,103785,4,6,2,ROW,mba,13,NO SALE
CRM,small,SAP,high,tech,procurement_driven,tech_savvy,follower,32482,3,5,4,Europe,bsc,4,SALE
DSC,large,Oracle,average,traditional_manufacturing,centralized,unknown,follower,150000,2,1,2,US,bsc,27,NO SALE
DSC,large,IBM,low,tech,procurement_driven,tech_savvy,follower,150000,4,2,4,US,mba,31,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,naive,leader,76954,1,2,4,US,mba,20,NO SALE
CRM,medium,Oracle,high,tech,LOB_driven,tech_savvy,leader,30000,1,4,3,US,bsc,31,NO SALE
ERP,large,SAP,low,healthcare,procurement_driven,unknown,follower,117327,2,2,3,US,bsc,28,NO SALE
ERP,medium,SAP,high,tech,centralized,tech_savvy,leader,51995,2,4,2,US,some_university,57,NO SALE
CRM,large,IBM,high,healthcare,LOB_driven,naive,follower,30000,1,4,4,US,some_university,34,NO SALE
DSC,small,Oracle,average,tech,LOB_driven,naive,follower,30000,2,3,3,Europe,mba,15,NO SALE
DSC,small,SAP,average,automotive,procurement_driven,naive,leader,30000,1,3,4,Europe,bsc,6,NO SALE
CRM,small,IBM,low,healthcare,centralized,tech_savvy,follower,30000,3,4,3,Europe,mba,12,NO SALE
ERP,medium,Oracle,average,healthcare,procurement_driven,unknown,follower,150000,2,5,3,Europe,mba,13,NO SALE
ERP,medium,Oracle,average,healthcare,centralized,naive,leader,137512,4,4,3,ROW,bsc,13,NO SALE
ERP,medium,Oracle,high,tech,LOB_driven,unknown,leader,58237,1,4,4,US,high_school,10,NO SALE
DSC,large,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,150000,3,3,5,US,bsc,31,SALE
DSC,medium,SAP,average,traditional_manufacturing,procurement_driven,naive,leader,128110,2,3,3,Europe,bsc,21,NO SALE
ERP,small,SAP,average,healthcare,centralized,unknown,follower,46717,4,4,3,US,bsc,5,NO SALE
ERP,small,Oracle,average,automotive,procurement_driven,unknown,follower,150000,2,4,3,Europe,high_school,10,SALE
DSC,medium,Oracle,average,traditional_manufacturing,LOB_driven,tech_savvy,leader,150000,1,3,4,ROW,bsc,25,NO SALE
DSC,large,Oracle,average,automotive,LOB_driven,unknown,follower,104946,2,2,1,US,other_graduate,27,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,naive,leader,73143,4,3,4,Europe,bsc,39,NO SALE
DSC,medium,SAP,high,traditional_manufacturing,LOB_driven,naive,follower,88237,2,3,4,Europe,some_university,17,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,naive,leader,43301,4,2,4,ROW,mba,18,SALE
ERP,large,SAP,high,traditional_manufacturing,centralized,tech_savvy,follower,131094,4,6,2,Europe,bsc,42,NO SALE
CRM,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,72643,2,4,4,Europe,bsc,40,NO SALE
CRM,small,IBM,average,tech,LOB_driven,naive,leader,64935,3,3,2,Europe,bsc,10,NO SALE
CRM,medium,SAP,low,tech,centralized,naive,follower,58774,4,1,4,ROW,bsc,19,NO SALE
DSC,large,IBM,average,automotive,centralized,naive,follower,75083,4,3,3,Europe,bsc,33,NO SALE
CRM,large,Oracle,average,traditional_manufacturing,LOB_driven,unknown,leader,32292,1,4,5,Europe,bsc,35,NO SALE
ERP,medium,IBM,low,traditional_manufacturing,centralized,tech_savvy,follower,71632,1,3,3,US,bsc,19,NO SALE
CRM,small,Oracle,average,healthcare,procurement_driven,unknown,follower,30000,5,3,4,ROW,some_university,2,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,procurement_driven,naive,follower,71231,1,4,3,ROW,bsc,7,NO SALE
ERP,large,IBM,average,tech,procurement_driven,unknown,leader,150000,3,3,4,Europe,bsc,74,NO SALE
DSC,medium,IBM,average,automotive,procurement_driven,unknown,leader,42579,4,2,3,US,bsc,10,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,LOB_driven,naive,leader,84137,3,5,2,US,mba,46,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,LOB_driven,unknown,leader,35727,2,4,3,Europe,some_university,6,NO SALE
CRM,medium,SAP,high,tech,centralized,unknown,follower,126289,4,5,4,Europe,mba,7,NO SALE
DSC,small,IBM,average,traditional_manufacturing,procurement_driven,tech_savvy,leader,97300,3,3,3,Europe,bsc,9,SALE
ERP,small,SAP,average,traditional_manufacturing,centralized,unknown,follower,112714,1,4,3,Europe,bsc,6,NO SALE
ERP,small,Oracle,average,automotive,LOB_driven,unknown,follower,88227,2,3,4,ROW,bsc,3,NO SALE
CRM,medium,Oracle,high,automotive,LOB_driven,unknown,follower,60072,2,4,4,US,bsc,19,SALE
CRM,medium,Oracle,low,tech,LOB_driven,naive,follower,34421,3,2,4,ROW,other_graduate,34,NO SALE
DSC,large,Oracle,average,automotive,procurement_driven,naive,follower,69248,5,3,5,US,high_school,47,NO SALE
ERP,large,Oracle,high,traditional_manufacturing,centralized,naive,follower,98798,2,4,2,Europe,mba,48,NO SALE
CRM,large,Oracle,high,traditional_manufacturing,procurement_driven,unknown,leader,54446,4,6,5,ROW,bsc,32,SALE
CRM,large,SAP,high,tech,LOB_driven,tech_savvy,follower,49040,3,3,5,US,mba,32,SALE
DSC,medium,Oracle,average,healthcare,centralized,unknown,follower,56461,3,3,3,Europe,high_school,25,NO SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,unknown,follower,103387,1,3,3,Europe,high_school,6,NO SALE
DSC,small,SAP,average,tech,centralized,tech_savvy,leader,74101,3,3,2,Europe,high_school,5,NO SALE
DSC,small,SAP,average,automotive,procurement_driven,tech_savvy,follower,30000,2,3,5,Europe,mba,2,NO SALE
CRM,small,SAP,low,traditional_manufacturing,LOB_driven,unknown,follower,83180,2,3,3,ROW,other_graduate,21,NO SALE
ERP,small,SAP,average,traditional_manufacturing,procurement_driven,unknown,leader,47988,5,3,5,US,bsc,2,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,centralized,unknown,follower,150000,2,2,4,US,bsc,5,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,LOB_driven,unknown,leader,52611,4,2,3,ROW,bsc,13,NO SALE
CRM,medium,Oracle,low,tech,LOB_driven,tech_savvy,leader,74380,1,2,3,US,bsc,9,NO SALE
CRM,large,SAP,average,traditional_manufacturing,LOB_driven,unknown,leader,148874,3,3,2,US,mba,42,NO SALE
CRM,medium,SAP,average,tech,LOB_driven,naive,follower,58677,1,4,4,US,mba,14,NO SALE
ERP,large,IBM,average,automotive,LOB_driven,tech_savvy,follower,150000,2,4,6,ROW,mba,71,SALE
CRM,large,IBM,high,tech,centralized,unknown,follower,150000,1,6,4,US,other_graduate,23,NO SALE
CRM,medium,SAP,low,healthcare,centralized,unknown,follower,30000,2,3,3,Europe,bsc,21,NO SALE
CRM,medium,SAP,high,traditional_manufacturing,LOB_driven,tech_savvy,follower,63595,2,5,3,US,high_school,17,NO SALE
CRM,medium,SAP,high,tech,LOB_driven,unknown,follower,147169,1,3,3,ROW,other_graduate,27,NO SALE
DSC,small,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,30000,4,4,5,Europe,high_school,7,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,unknown,follower,46502,1,4,3,Europe,high_school,11,NO SALE
ERP,medium,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,96446,2,3,2,US,bsc,42,NO SALE
CRM,small,Oracle,low,tech,LOB_driven,tech_savvy,follower,49377,1,3,4,US,some_university,14,NO SALE
DSC,large,SAP,high,traditional_manufacturing,procurement_driven,naive,follower,150000,4,4,5,ROW,some_university,20,NO SALE
CRM,large,Oracle,high,tech,LOB_driven,naive,follower,89428,1,5,4,Europe,bsc,35,NO SALE
DSC,small,SAP,high,tech,LOB_driven,unknown,follower,92381,3,4,4,US,bsc,19,NO SALE
ERP,medium,Oracle,low,traditional_manufacturing,procurement_driven,tech_savvy,follower,61987,1,3,4,ROW,bsc,8,NO SALE
DSC,large,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,135573,2,5,5,Europe,other_graduate,22,NO SALE
CRM,medium,IBM,low,healthcare,procurement_driven,naive,leader,95343,1,2,3,ROW,some_university,16,NO SALE
CRM,small,SAP,high,healthcare,procurement_driven,naive,follower,37973,4,5,3,Europe,bsc,8,NO SALE
DSC,small,SAP,high,automotive,procurement_driven,tech_savvy,follower,140276,2,4,1,ROW,bsc,10,NO SALE
CRM,small,IBM,high,traditional_manufacturing,centralized,unknown,follower,30000,4,2,3,US,bsc,4,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,LOB_driven,unknown,follower,136006,3,2,3,US,mba,21,NO SALE
ERP,large,SAP,low,healthcare,procurement_driven,naive,follower,150000,5,3,3,US,some_university,27,NO SALE
CRM,small,Oracle,low,tech,centralized,tech_savvy,follower,30000,3,1,5,Europe,some_university,2,NO SALE
ERP,medium,SAP,high,tech,centralized,unknown,leader,150000,5,4,5,ROW,bsc,14,NO SALE
CRM,small,IBM,low,tech,LOB_driven,tech_savvy,follower,30000,5,2,3,Europe,other_graduate,10,NO SALE
ERP,large,IBM,average,traditional_manufacturing,LOB_driven,naive,leader,69003,4,3,5,ROW,bsc,26,SALE
CRM,medium,Oracle,average,automotive,LOB_driven,naive,follower,129494,1,4,3,Europe,bsc,21,SALE
ERP,medium,SAP,average,healthcare,centralized,naive,leader,56368,3,3,2,Europe,bsc,29,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,unknown,follower,150000,4,5,4,Europe,mba,13,NO SALE
DSC,medium,Oracle,average,automotive,LOB_driven,unknown,leader,48928,4,3,2,ROW,mba,21,NO SALE
CRM,medium,SAP,average,healthcare,centralized,unknown,follower,30000,1,2,3,ROW,bsc,7,NO SALE
CRM,medium,SAP,average,healthcare,centralized,unknown,leader,97282,1,2,3,ROW,mba,7,NO SALE
ERP,medium,SAP,average,healthcare,procurement_driven,unknown,follower,150000,2,2,4,US,bsc,14,NO SALE
ERP,small,Oracle,average,tech,centralized,naive,follower,78950,1,4,3,ROW,bsc,8,NO SALE
CRM,large,IBM,high,healthcare,procurement_driven,unknown,follower,79158,1,5,4,US,bsc,50,NO SALE
CRM,medium,IBM,average,automotive,LOB_driven,naive,follower,70518,1,4,2,Europe,bsc,12,SALE
CRM,medium,SAP,high,tech,centralized,naive,follower,66943,3,5,1,Europe,some_university,26,NO SALE
ERP,small,SAP,average,automotive,centralized,tech_savvy,follower,61455,1,3,3,Europe,mba,6,NO SALE
CRM,small,Oracle,high,healthcare,LOB_driven,tech_savvy,follower,30000,2,5,3,ROW,some_university,4,SALE
CRM,small,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,42230,1,2,5,US,high_school,8,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,unknown,follower,80602,2,1,2,US,bsc,13,NO SALE
ERP,large,SAP,low,healthcare,centralized,naive,follower,52160,1,3,6,US,high_school,33,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,naive,follower,49967,3,3,3,ROW,bsc,9,NO SALE
DSC,large,SAP,high,automotive,procurement_driven,unknown,follower,30000,2,5,3,US,mba,31,SALE
CRM,small,Oracle,average,traditional_manufacturing,LOB_driven,naive,leader,40180,1,3,3,Europe,high_school,9,NO SALE
CRM,large,SAP,high,traditional_manufacturing,LOB_driven,naive,follower,85008,3,3,5,US,bsc,25,SALE
ERP,large,SAP,high,healthcare,procurement_driven,unknown,follower,147219,3,6,5,Europe,some_university,69,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,naive,leader,150000,3,3,5,US,high_school,36,NO SALE
ERP,medium,SAP,high,healthcare,LOB_driven,tech_savvy,follower,64175,3,4,5,US,bsc,16,NO SALE
CRM,large,SAP,average,tech,procurement_driven,unknown,follower,30000,1,3,4,US,mba,24,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,tech_savvy,leader,30000,4,4,5,US,bsc,29,NO SALE
DSC,large,IBM,average,automotive,LOB_driven,unknown,leader,129127,1,3,5,US,some_university,28,NO SALE
DSC,small,SAP,average,traditional_manufacturing,centralized,unknown,follower,63270,2,4,2,Europe,bsc,22,NO SALE
DSC,large,Oracle,average,automotive,centralized,naive,leader,65811,2,3,3,US,bsc,34,NO SALE
CRM,small,IBM,average,healthcare,LOB_driven,naive,follower,40258,4,2,1,Europe,bsc,10,NO SALE
ERP,large,IBM,average,tech,procurement_driven,naive,leader,129403,2,2,5,US,some_university,33,NO SALE
ERP,medium,Oracle,average,tech,procurement_driven,unknown,leader,150000,4,2,3,Europe,bsc,19,NO SALE
ERP,large,Oracle,average,healthcare,procurement_driven,unknown,follower,91005,1,1,4,Europe,other_graduate,29,NO SALE
CRM,small,Oracle,low,tech,LOB_driven,tech_savvy,follower,30000,2,3,2,ROW,other_graduate,7,NO SALE
ERP,small,Oracle,average,healthcare,centralized,naive,follower,56884,2,3,5,Europe,some_university,7,NO SALE
CRM,small,SAP,high,tech,procurement_driven,tech_savvy,follower,70223,4,4,3,Europe,bsc,6,NO SALE
ERP,small,SAP,low,traditional_manufacturing,LOB_driven,unknown,leader,48806,2,2,4,ROW,mba,10,NO SALE
ERP,large,Oracle,average,automotive,procurement_driven,naive,follower,76842,4,5,4,ROW,mba,26,NO SALE
ERP,small,SAP,low,automotive,procurement_driven,naive,leader,82376,4,2,4,Europe,bsc,11,NO SALE
CRM,small,SAP,average,automotive,LOB_driven,naive,follower,43902,1,4,3,ROW,bsc,1,SALE
CRM,small,SAP,average,tech,centralized,tech_savvy,follower,30000,2,3,3,ROW,bsc,5,NO SALE
ERP,medium,SAP,average,healthcare,LOB_driven,tech_savvy,follower,75729,1,2,3,ROW,mba,17,NO SALE
ERP,large,IBM,average,traditional_manufacturing,centralized,unknown,follower,150000,4,3,6,ROW,other_graduate,54,NO SALE
CRM,small,Oracle,high,healthcare,LOB_driven,tech_savvy,leader,30000,2,4,2,US,mba,5,NO SALE
CRM,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,leader,30000,1,2,5,US,bsc,75,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,unknown,follower,150000,1,4,3,US,mba,84,NO SALE
ERP,medium,IBM,high,automotive,procurement_driven,unknown,follower,97760,1,5,3,US,some_university,20,NO SALE
ERP,medium,SAP,low,traditional_manufacturing,centralized,tech_savvy,follower,149112,2,3,4,ROW,some_university,24,NO SALE
CRM,medium,Oracle,average,traditional_manufacturing,LOB_driven,unknown,leader,78161,1,4,2,US,bsc,9,NO SALE
DSC,medium,SAP,average,automotive,procurement_driven,unknown,follower,91411,4,4,4,US,bsc,10,NO SALE
CRM,large,IBM,high,tech,centralized,unknown,leader,54368,3,4,2,ROW,bsc,29,NO SALE
CRM,small,SAP,high,traditional_manufacturing,centralized,tech_savvy,follower,86534,1,3,3,Europe,bsc,8,NO SALE
ERP,medium,IBM,low,automotive,centralized,naive,leader,150000,4,2,4,US,high_school,17,NO SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,tech_savvy,follower,30000,3,3,1,Europe,bsc,34,NO SALE
ERP,medium,SAP,high,automotive,centralized,tech_savvy,leader,150000,3,6,3,Europe,bsc,10,NO SALE
CRM,large,IBM,high,tech,centralized,unknown,leader,60811,3,4,5,US,mba,44,NO SALE
ERP,medium,IBM,low,traditional_manufacturing,procurement_driven,naive,follower,150000,2,3,5,Europe,bsc,37,NO SALE
ERP,medium,SAP,average,tech,procurement_driven,naive,follower,74450,1,2,4,Europe,bsc,37,NO SALE
CRM,small,IBM,high,tech,centralized,unknown,leader,30000,2,5,4,Europe,mba,6,NO SALE
CRM,large,SAP,high,tech,LOB_driven,unknown,follower,84898,1,6,4,US,mba,12,SALE
ERP,medium,SAP,average,automotive,centralized,unknown,follower,69924,2,2,3,US,bsc,10,SALE
ERP,small,Oracle,low,traditional_manufacturing,procurement_driven,unknown,follower,62589,2,2,3,Europe,other_graduate,11,NO SALE
ERP,small,IBM,low,healthcare,centralized,tech_savvy,follower,150000,2,1,3,US,other_graduate,4,NO SALE
ERP,large,IBM,low,traditional_manufacturing,procurement_driven,unknown,leader,99132,1,2,6,Europe,mba,58,NO SALE
DSC,small,IBM,average,automotive,centralized,naive,leader,150000,4,4,3,Europe,high_school,6,NO SALE
CRM,medium,IBM,high,tech,centralized,unknown,follower,30000,4,4,5,US,bsc,13,NO SALE
DSC,large,SAP,high,healthcare,procurement_driven,tech_savvy,leader,150000,4,3,3,Europe,bsc,87,NO SALE
ERP,large,Oracle,low,traditional_manufacturing,LOB_driven,unknown,follower,147678,1,3,2,US,mba,43,NO SALE
CRM,small,SAP,average,tech,centralized,tech_savvy,follower,92150,1,3,3,ROW,bsc,10,NO SALE
ERP,small,Oracle,high,automotive,centralized,tech_savvy,leader,75449,1,3,2,Europe,mba,15,NO SALE
ERP,medium,SAP,average,healthcare,procurement_driven,unknown,follower,90171,2,4,5,Europe,bsc,12,NO SALE
ERP,large,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,138443,1,3,3,ROW,mba,30,SALE
CRM,small,Oracle,high,tech,LOB_driven,unknown,follower,135056,2,2,1,ROW,bsc,13,NO SALE
CRM,medium,Oracle,low,tech,LOB_driven,tech_savvy,follower,41670,1,4,3,US,bsc,33,NO SALE
CRM,medium,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,58869,2,4,3,US,bsc,13,NO SALE
ERP,small,IBM,low,traditional_manufacturing,centralized,unknown,follower,67999,1,3,5,US,some_university,7,NO SALE
CRM,medium,Oracle,high,healthcare,centralized,tech_savvy,follower,78645,1,3,4,US,high_school,11,NO SALE
ERP,large,SAP,average,automotive,procurement_driven,unknown,leader,89340,1,3,3,US,bsc,27,NO SALE
CRM,medium,SAP,average,tech,procurement_driven,unknown,leader,30000,3,3,4,Europe,bsc,42,SALE
CRM,medium,SAP,high,tech,centralized,tech_savvy,follower,67435,3,3,4,Europe,high_school,36,NO SALE
DSC,large,SAP,average,automotive,procurement_driven,unknown,follower,30000,2,1,4,Europe,bsc,19,NO SALE
CRM,large,Oracle,high,healthcare,centralized,naive,follower,44555,4,4,2,US,bsc,20,NO SALE
DSC,small,IBM,average,tech,centralized,naive,follower,44080,2,5,2,ROW,some_university,8,SALE
ERP,medium,Oracle,high,traditional_manufacturing,centralized,unknown,leader,30000,1,6,4,Europe,mba,16,SALE
ERP,medium,SAP,high,healthcare,centralized,unknown,leader,150000,2,5,2,US,mba,14,SALE
ERP,large,Oracle,high,traditional_manufacturing,centralized,tech_savvy,leader,105710,1,6,4,US,mba,32,NO SALE
CRM,medium,SAP,average,healthcare,LOB_driven,unknown,leader,129468,1,3,3,Europe,bsc,14,NO SALE
ERP,medium,IBM,average,automotive,LOB_driven,unknown,follower,92821,3,6,4,ROW,bsc,35,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,unknown,leader,30000,3,3,3,Europe,bsc,5,NO SALE
CRM,medium,IBM,average,tech,centralized,unknown,follower,45616,1,4,4,Europe,some_university,26,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,centralized,unknown,follower,105903,2,5,2,US,bsc,42,NO SALE
DSC,medium,Oracle,average,automotive,procurement_driven,unknown,follower,30000,3,3,1,US,bsc,10,SALE
ERP,medium,IBM,average,traditional_manufacturing,centralized,unknown,follower,150000,3,4,3,Europe,bsc,8,NO SALE
CRM,small,IBM,low,tech,LOB_driven,tech_savvy,follower,97517,2,4,2,Europe,bsc,13,SALE
ERP,medium,IBM,average,automotive,centralized,naive,follower,150000,2,2,3,US,mba,23,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,LOB_driven,naive,follower,45673,2,4,3,Europe,bsc,13,NO SALE
DSC,medium,SAP,average,traditional_manufacturing,LOB_driven,naive,leader,68030,4,5,4,US,bsc,38,NO SALE
DSC,large,SAP,high,traditional_manufacturing,centralized,unknown,follower,65697,4,3,4,US,bsc,41,NO SALE
ERP,large,Oracle,low,traditional_manufacturing,procurement_driven,naive,leader,145183,1,2,4,Europe,bsc,88,NO SALE
CRM,medium,Oracle,low,healthcare,procurement_driven,unknown,follower,74771,4,2,5,US,other_graduate,14,NO SALE
CRM,small,SAP,high,tech,procurement_driven,unknown,follower,38118,1,6,3,US,some_university,9,NO SALE
CRM,small,Oracle,average,healthcare,procurement_driven,naive,leader,30000,2,2,4,ROW,high_school,20,NO SALE
CRM,small,IBM,high,tech,LOB_driven,tech_savvy,follower,39998,3,5,3,ROW,bsc,12,SALE
CRM,small,SAP,low,tech,centralized,tech_savvy,follower,47826,1,2,4,Europe,bsc,6,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,procurement_driven,unknown,follower,30000,3,4,4,US,other_graduate,17,NO SALE
CRM,medium,IBM,high,automotive,procurement_driven,unknown,follower,30000,4,5,3,US,mba,31,SALE
CRM,medium,Oracle,average,traditional_manufacturing,LOB_driven,unknown,leader,59157,4,3,3,Europe,bsc,22,NO SALE
CRM,medium,IBM,average,automotive,LOB_driven,unknown,follower,71425,1,2,3,ROW,other_graduate,18,NO SALE
